class,tweet,CoNLL
1,i want a cowboy killer,1	iwantacowboykiller	_	L	L	_	0	_	_	_
1,it's the dykes -hunter dyke with a dyke ,1	itsthedykeshunterdykewithadyke	_	L	L	_	0	_	_	_
-1,  hire colored folk? only work half da day and throw da mail in da sewer if we ain't done,1	hirecoloredfolksonlyworkhalfdadayandthrowdamailindasewerifwepaintdone	_	!	!	_	0	_	_	_
-1, you don't know shit about me faggot bitch,1	youdonutknowshitaboutmefaggotbitch	_	!	!	_	0	_	_	_
1,  you swear youre down n the realest n you stay doing little bitch shit like that,1	youswearyouredownntherealestnyoustaydoinglittlebitchshitlikethat	_	!	!	_	0	_	_	_
1,i wanna apologize for being such a bitch the other day.. but the way my emotions are set up..,1	iwannaapologizeforbeingsuchabitchtheotherdaybutthewaymyemotionsaresetup	_	!	!	_	0	_	_	_
1,where's the pic of her standing again  this bitch looks like voltorb ,1	whereasthepicofherstandingagainthisbitchlookslikevoltorb	_	!	!	_	0	_	_	_
1,"  hoes, hoes ain't nothin' but hoes.",1	hoeshoespaintnothingbuthoes	_	!	!	_	0	_	_	_
-1,  bitch you watch your fucking mouth you dirty whore. i swear to god that's a thin line,1	bitchyouwatchyourfuckingmouthyoudirtywhoreisweartogodthatsathinline	_	!	!	_	0	_	_	_
-1,every spic cop in losangeles has raped or has thought about raping a white woman. that's why those half-breeds get jobs as pigs.,1	everyspiccopinlosangeleshasrapedorhasthoughtaboutrapingawhitewomanthatswhythosehalf-breedsgetjobsaspigs	_	G	G	_	-1	_	_	_
-1, dont be a hurt little faggot,1	dontbeahurtlittlefaggot	_	!	!	_	0	_	_	_
-1,i'm sure  would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. ,1	imsurewouldaddthishelpfulparentheticalexplanationifthesewereredneckpepperwoodteabaggers	_	L	L	_	0	_	_	_
-1, you're right.. i be around my nig....,"1	yourerightibearoundmynig	_	!	!	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_"
1,  i aint got no problem chicks goin on vacay to the states to be hoes. just declare ya aids at the border when ya come back,1	ipaintgotnoproblemchicksgoinonawaytothestatestobehoesjustdeclareyaaidsattheborderwhenyacomeback	_	!	!	_	0	_	_	_
-1,   all u can pull is the fucking retard,1	allucanpullisthefuckingretard	_	!	!	_	0	_	_	_
1, pussy watch it nuh mi neva lov mon. -badmon,1	pussywatchitnuhminevalovmon-badmon	_	^	^	_	-1	_	_	_
-1, your picture makes you look like a serious fag. justsayin lol,1	yourpicturemakesyoulooklikeaseriousfagjustsayinlol	_	!	!	_	0	_	_	_
1,"  brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w",1	breesyouneedablackhoewhocheatingonhermanthatworkoffshorethatwouldfuckyouwhilethebabyinthebedw	_	!	!	_	0	_	_	_
1,  i don't care about none of these bitches ,1	idonutcareaboutnoneofthesebitches	_	L	L	_	0	_	_	_
1,meek mill said get yo game up before you lose yo bitch damn lol,1	meekmillsaidgetyogameupbeforeyouloseyobitchdamnlol	_	!	!	_	0	_	_	_
-1,  apartheid.  pedestrian check = show me your freedom papers you darkies.,1	apartheidpedestriancheckpshowmeyourfreedompapersyoudarkness	_	N	N	_	0	_	_	_
-1,"  man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. niggas love ",1	manymostofyoucoonscouldntjusupinquityojobifyoufoundoutyabossracistsoshutthafuckupniggalove	_	!	!	_	0	_	_	_
1, i'll be a bitch when i have to be a bitch :)fandomapology 5sosfamand1dfandomfollowparty preach,"1	illbeabitchwhenihavetobeabitch	_	!	!	_	0	_	_	_
2	:)	_	E	E	_	-1	_	_	_
3	fandomapology5sosfamand1dfandomfollowpartypreach	_	G	G	_	-1	_	_	_"
1,real talk not being byes or nothin the whole nfc south glad bag trash this year none of the teams have a chance making it to the playoffs,1	realtalknotbeingbyesornothinthewholenfcsouthgladbagtrashthisyearnoneoftheteamshaveachancemakingittotheplayoffs	_	!	!	_	0	_	_	_
1, haha you bitch  really tho it will be good to catch up yo  it was pretty fun last time we chilled,1	hahayoubitchreallythoitwillbegoodtocatchupyoitwasprettyfunlasttimewechilled	_	!	!	_	0	_	_	_
-1,   yo fat ugly ass couldn't even pull the ugly bitch in the school,1	yofatuglyasscouldntevenpulltheuglybitchintheschool	_	!	!	_	0	_	_	_
-1,omg   ugly faggot. your a bad mother. you should kill yourself like robin williams,1	omguglyfaggotsyourabadmotheryoushouldkillyourselflikerobinwilliams	_	!	!	_	0	_	_	_
-1,"  america today, the rule of thumb is: when in doubt, blame whitey",1	americatodaytheruleofthumbiswhenindoubtblamewhitey	_	!	!	_	0	_	_	_
-1," shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",1	shutyourdirtydirttrapyoulimpkneesashyfootedblueballsisolatedhamsterwheelnonipplesbitch	_	!	!	_	0	_	_	_
-1,lemme find out that bitch nigga talking shit,1	lemmefindoutthatbitchniggatalkingshit	_	!	!	_	0	_	_	_
1,"  when you have a good girl, say no to hoes",1	whenyouhaveagoodgirlsaynotohoes	_	!	!	_	0	_	_	_
-1,dtla is trash because of non-europeans are allowed to live there.,1	dtlaistrashbecauseofnon-europeansareallowedtolivethere	_	!	!	_	0	_	_	_
1, bitch whatever nigga u were to scared to play,1	bitchwhateverniggauweretoscaredtoplay	_	!	!	_	0	_	_	_
1, i thought i was the ghetto word for babe,1	ithoughtiwastheghettowordforbabe	_	L	L	_	0	_	_	_
1,them gay dudes stay with the baddest bitches.....no punch line,"1	themgaydudesstaywiththebaddestbitches	_	^	^	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_
3	nopunchline	_	!	!	_	0	_	_	_"
1, i miss you too faggot  ,1	imissyoutoofaggot	_	!	!	_	0	_	_	_
1, shut up bitch,1	shutupbitch	_	!	!	_	0	_	_	_
-1, you're a fucking nigger,1	youreafuckingnigger	_	!	!	_	0	_	_	_
1,when bae dodges hoes cause he only want you  ,1	whenbaedodgeshoescauseheonlywantyou	_	!	!	_	0	_	_	_
-1,fuk wit a real nicca,1	funwitarealnica	_	!	!	_	0	_	_	_
-1,  good leave you stupid faggot,1	goodleaveyoustupidfaggot	_	!	!	_	0	_	_	_
1,"but bitch you gon shave or wax that pussy before i bless it, foh.",1	butbitchyougonshaveorwaxthatpussybeforeiblessitfoh	_	!	!	_	0	_	_	_
-1," i'm going to blame the black man, since they always blame whitey i'm an equal opportunity hater.",1	imgoingtoblametheblackmanysincetheyalwaysblamewhiteyimanequalopportunityhaters	_	L	L	_	0	_	_	_
-1,bullets through a nigguh tru jeans,1	bulletsthroughaniggertrujeans	_	^	^	_	-1	_	_	_
1,angel stop rting that fugly bitch,1	angelstopringthatfullybitch	_	!	!	_	0	_	_	_
-1,"   at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. but u luv them white devils",1	attheendofthedaytheycallyodumbassmonkeypicka'nannyhoebutuluvthemwhitedevils	_	^	^	_	-1	_	_	_
1,  i'd like to issue a formal apology to israel for our piece of shit anti-semitic president and his retarded secretary o,1	idliketoissueaformalapologytoisraelforourpieceofshitantisemiticpresidentandhisretardedsecretaryo	_	!	!	_	0	_	_	_
1," nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... i'll sneak dat bitch an run","1	niggalookmysizeplusitgethitintheassanlooklikeitsbeenfightingallitslife	_	!	!	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	illsneakdatbitchanrun	_	G	G	_	-1	_	_	_"
1,  people need to stop being bitch made.,1	peopleneedtostopbeingbitchmade	_	^	^	_	-1	_	_	_
1,  freeze bitch i'm gonna steal your heart ,1	freezebitchimgonnastealyourheart	_	!	!	_	0	_	_	_
1, lmoa  high as giraffe pussy,1	lomahighasgiraffepussy	_	!	!	_	0	_	_	_
1, subtweeting and using hashtag oomf what's the difference :p jk just jerkin' yo dick ya nigger faggot.,1	subtweetingandusinghashtagoomwhatsthedifferencepjkjustjerkingyodickyaniggerfaggots	_	^	^	_	-1	_	_	_
1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music,1	peoplebeshootingtheirgunsaroundherelateasfuckgotmethinkingtheytrnashootmyblackass4jamminjiggaboomusic	_	^	^	_	-1	_	_	_
1,  and y'all niggas jus give up the pussy.. i wonder how y'all feel reading the tl... nervous af huh? thinkin y'all bout to ge,"1	andyallniggajusgiveupthepussyiwonderhowyallfeelreadingthetl	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	nervousafhuhthinkinyallbouttoge	_	!	!	_	0	_	_	_"
-1,westvirginia is full of white trash.,1	westvirginiaisfullofwhitetrash	_	!	!	_	0	_	_	_
-1,our people. now is the time for the aryan race 2 stand up and say no more. before the mongerls turn the world into a ghetto slum. 1488,1	ourpeoplenowisthetimeforthearyanrace2standupandsaynomorebeforethemongersturntheworldintoaghettoslump1488	_	!	!	_	0	_	_	_
-1," yeah me too. my people, the women, laff at the set apart men... they love the real niggas or niggers.","1	yeahmetoomypeoplethewomenlaffatthesetapartmen	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	theylovetherealniggaorniggers	_	G	G	_	-1	_	_	_"
1,why you shouldn't eat pussy unless you love her ,1	whyyoushouldnteatpussyunlessyouloveher	_	!	!	_	0	_	_	_
1,i bet u john elway gets way more pussy than john dorsey.,1	ibetujohnelwaygetswaymorepussythanjohndorsey	_	!	!	_	0	_	_	_
1," in many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect",1	inmanyareashasthatlookbutneedtoseebeancount-saiditbeforebeansareabitch-tendtodowhatyoudonutexpect	_	!	!	_	0	_	_	_
1,any man even considering plastic surgery is gay gay gay imagine ya boy say i'd get more hoes then u after i get these new lips ,1	anymanevenconsideringplasticsurgeryisgaygaygayimagineyaboysayidgetmorehoesthenuafterigetthesenewlips	_	^	^	_	-1	_	_	_
1,  hoes be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there,1	hoesbegoingthroughdepressionwhentheydudeinjailbcotherfemalesgettytoldthesameshittheyallneedtobethere	_	!	!	_	0	_	_	_
1,  all i ever do is fuck bitches ; count stacks,1	allieverdoisfuckbitchespcountstacks	_	N	N	_	0	_	_	_
1,ibukis shaved pussy fingered and fucked before her tight little rosebud of an ass isdestroyed ,1	ibisshavedpussyfingeredandfuckedbeforehertightlittlerosebudofanassdestroyed	_	!	!	_	0	_	_	_
-1, no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,1	nothefuckamnotbitchhowboutugetouttherebitchassniggastupidass	_	!	!	_	0	_	_	_
-1, t.o. was a faggot crybaby,1	towasafaggotcrybaby	_	N	N	_	0	_	_	_
-1,and i wanna say something soooooo bad to these two cunts on twitter eh..,1	andiwannasaysomethingsoooooobadtothesetwocuntsontwittereh	_	!	!	_	0	_	_	_
-1,  woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot,1	woohoonewblackkillcrackerbabiespantherstotherescueracisttrashthugsfergusonfergusonriot	_	!	!	_	0	_	_	_
-1,for all we know this nigga a rapist. y'all hoes dumb  *melts* ,1	forallweknowthisniggaarapistyallhoesdumbmelts	_	^	^	_	-1	_	_	_
-1,   your getting blocked faggot,1	yourgettingblockedfaggot	_	!	!	_	0	_	_	_
1,i jus wanna watch this last episode of orange is the new black but netflix jus wants to be a bitch ,1	ijuswannawatchthislastepisodeoforangeisthenewblackbutnetflixjuswantstobeabitch	_	!	!	_	0	_	_	_
1,"  i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo",1	iseeyouagaindidntelectionbirdforgovernmentamericanthatokayiguessijusttakethisfreecookieforevery	_	!	!	_	0	_	_	_
-1, don't my nigga me honkie,1	donutmyniggamehonkin	_	V	V	_	0	_	_	_
-1,george michael such a fag,1	georgemichaelsuchafag	_	!	!	_	0	_	_	_
-1, ur not sassy white trash change ur username,1	urnotsassywhitetrashchangeurusername	_	!	!	_	0	_	_	_
-1,  them jigaboos aka homewreckers needs to get blocked,1	themsigafoosakahomewreckersneedstogetblocked	_	^	^	_	-1	_	_	_
1,up like an eagle tryna catch the early bird that catches the worm.,1	uplikeaneagletrnacatchtheearlybirdthatcatchestheworms	_	^	^	_	-1	_	_	_
-1,crew neck ass nigguh,1	crewneckassnigger	_	^	^	_	-1	_	_	_
1,  nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair,1	nahsonwecagohalfifitwasmygirlbitchesbewantingtospend400anduponsomefakehair	_	!	!	_	0	_	_	_
1,strapped up fasho cause iont trust no hoe,1	strappedupfasocauseonttrustnohoe	_	!	!	_	0	_	_	_
1,  all that trash talk and we win championships you're boring me dude nationalchamps,1	allthattrashtalkandwewinchampionshipsyoureboringmedudenationalchamps	_	N	N	_	0	_	_	_
1,a new way to look for aliens: find their trash  ,1	anewwaytolookforaliensfindtheirtrash	_	!	!	_	0	_	_	_
-1,fucking with these hoes nigga don't be no dumby,1	fuckingwiththesehoesniggadonutbenodumb	_	!	!	_	0	_	_	_
1,these bitches think they know snap. ha bitch i am snap,1	thesebitchesthinktheyknowsnaphabitchiamsnap	_	!	!	_	0	_	_	_
-1,"bro everybody is a ho then, fuck it, your favorite color is mango red you are a ho, you charge your phone all the way to 100% = ho, smh",1	broeverybodyisahothenfuckityourfavoritecolorismangoredyouareahowyouchargeyourphoneallthewayto100phowsmh	_	G	G	_	-1	_	_	_
-1,   fuck outta here faggot that wouldn't even be a fair,1	fuckouttaherefaggotthatwouldntevenbeafair	_	!	!	_	0	_	_	_
1,"glory isaiah mom asked me if i wanted a brownie i said, no thanks she said what are fasting,",1	gloryisaiahmomaskedmeifiwantedabrownieisaidnothanksshesaidwhatarefasting	_	!	!	_	0	_	_	_
1,smh   that shit trash rap   legend. he gonna replace cudi with joints like this ,1	smhthatshittrashraplegendhegonnareplacecudiwithjointslikethis	_	G	G	_	-1	_	_	_
1,tell these hoes i love them just to fuck em,1	tellthesehoesilovethemjusttofuckem	_	!	!	_	0	_	_	_
-1,  so you support illegals coming here and spreading disease among americans dream that bitch,1	soyousupportillegalscominghereandspreadingdiseaseamongamericansdreamthatbitch	_	!	!	_	0	_	_	_
-1, fuck outta here and go put some more trash ass ink on your faggot ass self pussy,1	fuckouttahereandgoputsomemoretrashassinkonyourfaggotassselfpussy	_	!	!	_	0	_	_	_
-1,...aaaaaaaaand it begins.   fucking niggers that's all kentucky is and ever will be,"1	...	_	,	,	_	-1	_	_	_
2	aaaaaaaaanditbeginsfuckingniggersthatsallkentuckyisandeverwillbe	_	!	!	_	0	_	_	_"
1, these bitches need guidance.,1	thesebitchesneedguidance	_	^	^	_	-1	_	_	_
-1, jackies a retard blondeproblems at least i can make a grilled cheese,1	jackiearetardblondeproblemsatleasticanmakeagrilledcheese	_	!	!	_	0	_	_	_
-1, can you speak one coherent sentence without sounding like a nig? seriously.,1	canyouspeakonecoherentsentencewithoutsoundinglikeanighseriously	_	!	!	_	0	_	_	_
-1,   anything to trash this black president,1	anythingtotrashthisblackpresident	_	!	!	_	0	_	_	_
1,it pissrs me tf off when i call you back a half a second later nd you dont answer. you a bitch ass nigga for that,1	itpissesmetfoffwhenicallyoubackahalfasecondlaterndyoudontansweryouabitchassniggaforthat	_	!	!	_	0	_	_	_
1, lol tell dat white bitch i said hey,1	loltelldatwhitebitchisaidhey	_	!	!	_	0	_	_	_
1, hey hoe,1	heyhoe	_	!	!	_	0	_	_	_
-1,karmas a bitch and so are you. you'll be getting along just fine real soon.,1	karmaabitchandsoareyouyoullbegettingalongjustfinerealsoon	_	^	^	_	-1	_	_	_
-1,aint nobody wearing those new westbrook jordan's but mexicans ; trailer park trash white girls.,1	paintnobodywearingthosenewwestbrookjordansbutmexicansptrailerparktrashwhitegirls	_	^	^	_	-1	_	_	_
1,"that bitch want my numba, she gotta.fuck my bruda ","1	thatbitchwantmynumbershegotta	_	^	^	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	fuckmybroda	_	G	G	_	-1	_	_	_"
1,i get gwop now that bitch remember me,1	igetgopnowthatbitchrememberme	_	L	L	_	0	_	_	_
-1, do you work today niglet?,1	doyouworktodaydiglett	_	!	!	_	0	_	_	_
1,foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean ,"1	fotoimapython	_	N	N	_	0	_	_	_
2	:	_	,	,	_	-1	_	_	_
3	biegaalbinoseaturtleithinkumeansouloftheocean	_	^	^	_	0	_	_	_"
-1," hope you guys do get attacked for supporting sopa, bunch of dirty snake faggots.",1	hopeyouguysdogetattackedforsupportingsolarbunchofdirtysnakefaggots	_	!	!	_	0	_	_	_
-1, youre racist against white people whigger. anti-racist is a codeword for anti-white.anti-zionist is a codeword for antisemite.,"1	youreracistagainstwhitepeoplewhigger	_	^	^	_	5	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	anti-racistisacodewordforanti-white	_	N	N	_	5	_	_	_
4	.	_	,	,	_	-1	_	_	_
5	anti-zionistisacodewordforantisemitic	_	N	N	_	0	_	_	_"
-1,lol   youuuuu got niggas but i don't got bitches,1	lolyouuuuugotniggabutidonutgotbitches	_	!	!	_	0	_	_	_
1,  oreo cheesecake bars ,1	oreocheesecakebars	_	!	!	_	0	_	_	_
-1,  jameis winston is a nigger,1	jameiswinstonisanigger	_	^	^	_	-1	_	_	_
1,"  joey badass said traded in my nikes for a new mic, i guess it's safe to say he sold his soles for a new life",1	joeybadasssaidtradedinmynikesforanewmicoiguessitssafetosayhesoldhissolesforanewlife	_	!	!	_	0	_	_	_
1,"all good things must come to an end, that's all right get 'em tomorrow yankees",1	allgoodthingsmustcometoanendthatsallrightgetemtomorrowyankees	_	N	N	_	0	_	_	_
-1, with pills that nig will last 4 years. like magic j .that nig should hav died years ago. y'all the first team to draft gay.,1	withpillsthatbigwilllast4yearslikemagicjthatbigshouldhavdiedyearsagoyallthefirstteamtodraftgay	_	!	!	_	0	_	_	_
-1,"peace fags, just remember i'm best lux support na. drop lustboy pick me and kakao up tsm.",1	peacefagsjustrememberimbestluxsupportnadroplustypickmeandkakauptime	_	N	N	_	0	_	_	_
-1, my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1	mybitchdontwantyouruglyassgtfoolpeytonmanninglookinass	_	^	^	_	-1	_	_	_
1,grandma: (macon) is a rinky dink mosquito-filled cop-infested swamp. lmao,1	grandmamaconisarinkydinkmosquito-filledcop-infestedswamplmao	_	!	!	_	0	_	_	_
-1,    eye witness: joel is a faggot,1	eyewitnessjoelisafaggot	_	!	!	_	0	_	_	_
1,     finding herself in the hoe section,1	findingherselfinthehoesection	_	!	!	_	0	_	_	_
1,eat her pussy when she madeat her pussy when she sadeat her pussy when she sleepeat her pussy when she hornyeat her pussy,1	eatherpussywhenshemadeaherpussywhensheseatherpussywhenshesleeperherpussywhenshehornetherpussy	_	!	!	_	0	_	_	_
1,gotta watch these hoes ,1	gottiwatchthesehoes	_	!	!	_	0	_	_	_
1,"  started off wit nuttin i was hungry, now i got a couple niggas bitches who want me",1	startedoffwitnuthiniwashungrynowigotacoupleniggabitcheswhowantme	_	^	^	_	-1	_	_	_
-1,   so if your 17 and in high school you dont have your own house you fucking faggot,1	soifyour17andinhighschoolyoudonthaveyourownhouseyoufuckingfaggot	_	!	!	_	0	_	_	_
-1," fuck you, faggot.",1	fuckyoufaggots	_	!	!	_	0	_	_	_
-1," sounds like a good idea. but i want my word to be spread. jews, niggers and commies alike.",1	soundslikeagoodideabutiwantmywordtobespreadjewsniggersandcommiesalike	_	!	!	_	0	_	_	_
1,i just touched down on that pussy,1	ijusttoucheddownonthatpussy	_	!	!	_	0	_	_	_
1,  hoes tweets be like put that dick in my throat i won't choke then when you ask them about it they say its a song hoe wh,1	hoestweetsbelikeputthatdickinmythroatiwontchokethenwhenyouaskthemaboutittheysayitsasonghoewh	_	!	!	_	0	_	_	_
-1,dumb bitch ,1	dumbbitch	_	!	!	_	0	_	_	_
1,  report what u want. but physically chasing/hounding is uncivilised..  ..also in case of bansal/gadkari ,"1	reportwhatuwantbutphysicallychasing/houndingisuncivilised	_	!	!	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	alsoincaseofbansal/gadkari	_	^	^	_	0	_	_	_"
-1,  it's a nice way of callin y'all honkies,1	itsanicewayofcallinyallhokies	_	L	L	_	0	_	_	_
1, sounds like you bout to smack a hoe,1	soundslikeyoubouttosmackahoe	_	!	!	_	0	_	_	_
1,one room full of bad bitches . lmao can't believe i'm kicking it with my mains from myspace .,1	oneroomfullofbadbitchesplmaocantbelieveimkickingitwithmymainsfrommyspacep	_	!	!	_	0	_	_	_
-1,  horrible   invader zim was trash,1	horribleinvaderhimwastrash	_	!	!	_	0	_	_	_
-1,my managers a stupid cunt yes i said it,1	mymanagersastupidcuntyesisaidit	_	!	!	_	0	_	_	_
-1, i don't hate that he blew up from 3005 like a hipster but i hate the faggots who say they love his music based off his worst +,1	idonuthatethatheblewupfrom300likeahipsterbutihatethefaggotswhosaytheylovehismusicbasedoffhisworstp	_	!	!	_	0	_	_	_
1,"  if a bitch could be okay with fucking a man knowing he has a girl, she's a hoe that's it.",1	ifabitchcouldbeokaywithfuckingamanknowinghehasagirlshesahoethatsit	_	!	!	_	0	_	_	_
-1,elizabeth is a.stupid hoe.,1	elizabethisstupidhoe	_	!	!	_	0	_	_	_
1,you're standing on a slippery slope where it's all too easy to... more for libra ,"1	yourestandingonaslipperyslopewhereitsalltooeasyto	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	moreforlibra	_	!	!	_	0	_	_	_"
1, was charlie,1	wascharlie	_	!	!	_	0	_	_	_
1,if you a top notch bitch lemme here you holler. (:,1	ifyouatopnotchbitchlemmehereyouhollerto	_	!	!	_	0	_	_	_
-1,"  why do the trashiest, really ghetto girls always get the most likes and comments on insta? boys up and down their pictures a","1	whydothetrashiest	_	!	!	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	reallyghettogirlsalwaysgetthemostlikesandcommentsoninstaboysupanddowntheirpicturesa	_	!	!	_	0	_	_	_"
-1, stop trolling me u creepy ass cracker,1	stoptrollingmeucreepyasscracker	_	^	^	_	-1	_	_	_
1,how you rap but can't getcho bitch to  ya music? put the mic down bro.,1	howyourapbutcantgitchobitchtoyamusicputthemicdownbros	_	!	!	_	0	_	_	_
1,never put nothin pass these hoes cause all of these hoes straight ratchet,1	neverputnothinpassthesehoescauseallofthesehoesstraightratchet	_	!	!	_	0	_	_	_
1,i'm dat nigga that these hoes just can't stand...  b.g,"1	imdatniggathatthesehoesjustcantstand	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	big	_	A	A	_	0	_	_	_"
-1,  she spelled faggots with an e you're so cool lol,1	shespelledfaggotswithaneyouresocoollol	_	!	!	_	0	_	_	_
1,that pussy fat whatchu feeding it?,1	thatpussyfatwhatchafeedingit	_	!	!	_	0	_	_	_
-1,i already know you trash if being tatted is on the list of things you want in a nigga..,1	ialreadyknowyoutrashifbeingtattedisonthelistofthingsyouwantinanigga	_	!	!	_	0	_	_	_
1,      hoes on gish road be lookin like.. talkin bout 5 dolla sucky sucky,1	hoesonwishroadbelookinliketalkinbout5dollarsuckysucky	_	!	!	_	0	_	_	_
-1," fuck brett farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",1	fuckbrettfareredneckasshestuckhedonutgiveadamnlolhebeoncampusactinglikehetheshit	_	!	!	_	0	_	_	_
-1, sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,1	sweetcomebackufuckinherbidntwatchsoccerbutidstillwaxyourbitchassinitgoswallowtheredsoxskidsurfromnycfag	_	!	!	_	0	_	_	_
-1,i never had any friends the entire time i lived in virginia. no one was cool to me. i hope those white trash southerners all die.,1	ineverhadanyfriendstheentiretimeilivedinvirginianoonewascooltomeihopethosewhitetrashsouthernersalldied	_	!	!	_	0	_	_	_
1,"that bitch on qualitest , she dont act right wisewordsfromwebb",1	thatbitchonqualitiespshedontactrightwisewordsfromwebb	_	N	N	_	0	_	_	_
1,     fucking pussy that's why exactly. let me  the nigga  were talking about ,1	fuckingpussythatswhyexactlyletmetheniggaweretalkingabout	_	!	!	_	0	_	_	_
1,  *girls* hey beautiful (friendship lasts 2 months)*bros* sup pussy? (friendship lasts forever),1	girlsheybeautifulfriendshiplasts2months)*bros*suppussyfriendshiplastsforever	_	$	$	_	-1	_	_	_
1,friend or foe nicca .. state ya biz,1	friendorfoenicatostateyabiz	_	!	!	_	0	_	_	_
-1,minus all the retarded poor bots.,1	minusalltheretardedpoorbots	_	^	^	_	-1	_	_	_
-1, at least i'm not a nigger ,1	atleastimnotanigger	_	!	!	_	0	_	_	_
-1, y don't that bitch just shoot herself? so sick of all those whores,1	ydonutthatbitchjustshootherselfsosickofallthosewhores	_	!	!	_	0	_	_	_
-1, fuck your store bitch,1	fuckyourstorebitch	_	!	!	_	0	_	_	_
-1,  only pussy niggas wouldn't fuck with a chick if she has stretch marks..,1	onlypussyniggawouldntfuckwithachickifshehasstretchmarks	_	!	!	_	0	_	_	_
-1,     get fucked you racist inbred hillbilly fuck,1	getfuckedyouracistinbredhillbillyfuck	_	!	!	_	0	_	_	_
1,i'm lactose and hoe nigga tolerant,1	imlactoseandhoeniggatolerant	_	!	!	_	0	_	_	_
-1,and i'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,1	andimdefinitelytop3atmakinbeatsinthecitybutyallniggersloveyourtrapbeatssoyallprobablywontadmitthat	_	!	!	_	0	_	_	_
1,cut that bitch off,1	cutthatbitchoff	_	!	!	_	0	_	_	_
1, pussy shit ^,1	pussyshitp	_	!	!	_	0	_	_	_
1,now a neighborhood nigga like me ain't supposed to get no pussy like this,1	nowaneighborhoodniggalikemepaintsupposedtogetnopussylikethis	_	G	G	_	-1	_	_	_
1,   what she means is shes a fat bitch,1	whatshemeansisshesafatbitch	_	!	!	_	0	_	_	_
1,       whatupwyd b chilling in the square wbu ?bitch wat u ,1	whatupwydbchillinginthesquareabubitchwatu	_	!	!	_	0	_	_	_
-1, you dammn weed potheads are annoying af on twitter weed and pot are the same thing faggot,1	youdamnweedpotheadsareannoyingafontwitterweedandpotarethesamethingfaggot	_	!	!	_	0	_	_	_
1, right   idk which one was selling pussy for $65 but thats way too high for them ,1	rightidkwhichonewassellingpussyfor65butthatswaytoohighforthem	_	!	!	_	0	_	_	_
1,lmaoooooo     dre really is a big sloppy bitch. he's fat as shit.,1	lmaoooooodrereallyisabigsloppybitchhersfatasshit	_	!	!	_	0	_	_	_
-1,poor whitey ,1	poorwhitey	_	N	N	_	0	_	_	_
1,how are  and i supposed talk shit about  bitch ass now that he has a twitter?): confused 3,"1	howareandisupposedtalkshitaboutbitchassnowthathehasatwitter	_	^	^	_	0	_	_	_
2	?	_	,	,	_	-1	_	_	_
3	)	_	,	,	_	-1	_	_	_
4	:	_	,	,	_	-1	_	_	_
5	confused3	_	N	N	_	0	_	_	_"
-1, if you go could you hook up the plant city faggots or,1	ifyougocouldyouhookuptheplantcityfaggotsor	_	G	G	_	-1	_	_	_
1, i love louis ck quit bein a faggot and suck that dick,1	ilovelouisckquitbeinafaggotandsuckthatdick	_	!	!	_	0	_	_	_
-1, you wouldn't know fag,1	youwouldntknowfag	_	!	!	_	0	_	_	_
-1,dis broad done tagged dis nicca n a video of his sis giving dome .. tragic,1	disbroaddonetaggeddisnicanavideoofhissisgivingdometotragic	_	!	!	_	0	_	_	_
-1,"  to ---- get past boot camp, and go active a few years, see what we really do daily you liberal pussy","1	to	_	P	P	_	0	_	_	_
2	----	_	G	G	_	1	_	_	_
3	getpastbootcampandgoactiveafewyearsseewhatwereallydodailyyouliberalpussy	_	G	G	_	-1	_	_	_"
