class,tweet,CoNLL
9	all	_	D	D	_	10	_	_	_
10	too	_	R	R	_	11	_	_	_
11	easy	_	A	A	_	8	_	_	_
12	to	_	P	P	_	11	_	_	_
13	...	_	~	~	_	-1	_	_	_
14	more	_	A	A	_	12	_	_	_
15	for	_	P	P	_	14	_	_	_
16	libra	_	N	N	_	15	_	_	_"
1, was charlie,"1	was	_	V	V	_	0	_	_	_
2	charlie	_	^	^	_	1	_	_	_"
1,if you a top notch bitch lemme here you holler. (:,"1	if	_	P	P	_	0	_	_	_
2	you	_	O	O	_	4	_	_	_
3	a	_	D	D	_	6	_	_	_
4	top	_	A	A	_	6	_	_	_
5	notch	_	N	N	_	6	_	_	_
6	bitch	_	N	N	_	1	_	_	_
7	lemme	_	L	L	_	0	_	_	_
8	here	_	R	R	_	10	_	_	_
9	you	_	O	O	_	10	_	_	_
10	holler	_	V	V	_	7	_	_	_
11	.	_	,	,	_	-1	_	_	_
12	(:	_	E	E	_	-1	_	_	_"
-1,"  why do the trashiest, really ghetto girls always get the most likes and comments on insta? boys up and down their pictures a","1	why	_	R	R	_	2	_	_	_
2	do	_	V	V	_	0	_	_	_
3	the	_	D	D	_	4	_	_	_
4	trashiest	_	A	A	_	2	_	_	_
5	,	_	,	,	_	-1	_	_	_
6	really	_	R	R	_	7	_	_	_
7	ghetto	_	A	A	_	8	_	_	_
8	girls	_	N	N	_	10	_	_	_
9	always	_	R	R	_	10	_	_	_
10	get	_	V	V	_	0	_	_	_
11	the	_	D	D	_	12	_	_	_
12	most	_	R	R	_	13	_	_	_
13	likes	_	V	V	_	14	CONJ	_	_
14	and	_	&	&	_	10	_	_	_
15	comments	_	N	N	_	14	CONJ	_	_
16	on	_	P	P	_	15	_	_	_
17	insta	_	G	G	_	16	_	_	_
18	?	_	,	,	_	-1	_	_	_
19	boys	_	N	N	_	21	CONJ	_	_
20	up	_	T	T	_	19	MWE	_	_
21	and	_	&	&	_	0	_	_	_
22	down	_	P	P	_	21	CONJ	_	_
23	their	_	D	D	_	24	_	_	_
24	pictures	_	N	N	_	22	_	_	_
25	a	_	D	D	_	0	_	_	_"
-1, stop trolling me u creepy ass cracker,"1	stop	_	V	V	_	0	_	_	_
2	trolling	_	V	V	_	1	_	_	_
3	me	_	O	O	_	2	_	_	_
4	u	_	O	O	_	5	_	_	_
5	creepy	_	A	A	_	7	_	_	_
6	ass	_	N	N	_	7	_	_	_
7	cracker	_	N	N	_	0	_	_	_"
1,how you rap but can't getcho bitch to  ya music? put the mic down bro.,"1	how	_	R	R	_	4	CONJ	_	_
2	you	_	O	O	_	3	_	_	_
3	rap	_	V	V	_	4	CONJ	_	_
4	but	_	&	&	_	0	_	_	_
5	can't	_	V	V	_	4	CONJ	_	_
6	getcho	_	V	V	_	5	_	_	_
7	bitch	_	N	N	_	6	_	_	_
8	to	_	P	P	_	6	_	_	_
9	ya	_	D	D	_	10	_	_	_
10	music	_	N	N	_	8	_	_	_
11	?	_	,	,	_	-1	_	_	_
12	put	_	V	V	_	0	_	_	_
13	the	_	D	D	_	14	_	_	_
14	mic	_	N	N	_	12	_	_	_
15	down	_	P	P	_	12	_	_	_
16	bro	_	N	N	_	15	_	_	_
17	.	_	,	,	_	-1	_	_	_"
1,never put nothin pass these hoes cause all of these hoes straight ratchet,"1	never	_	R	R	_	2	_	_	_
2	put	_	V	V	_	0	_	_	_
3	nothin	_	N	N	_	2	_	_	_
4	pass	_	V	V	_	2	_	_	_
5	these	_	D	D	_	6	_	_	_
6	hoes	_	N	N	_	4	_	_	_
7	cause	_	P	P	_	4	_	_	_
8	all	_	D	D	_	7	_	_	_
9	of	_	P	P	_	8	_	_	_
10	these	_	D	D	_	11	_	_	_
11	hoes	_	N	N	_	9	_	_	_
12	straight	_	R	R	_	13	_	_	_
13	ratchet	_	A	A	_	11	_	_	_"
1,i'm dat nigga that these hoes just can't stand...  b.g,"1	i'm	_	L	L	_	0	_	_	_
2	dat	_	D	D	_	3	_	_	_
3	nigga	_	N	N	_	1	_	_	_
4	that	_	P	P	_	3	_	_	_
5	these	_	D	D	_	6	_	_	_
6	hoes	_	N	N	_	8	_	_	_
7	just	_	R	R	_	8	_	_	_
8	can't	_	V	V	_	4	_	_	_
9	stand	_	V	V	_	8	_	_	_
10	...	_	,	,	_	-1	_	_	_
11	b.g	_	!	!	_	-1	_	_	_"
-1,  she spelled faggots with an e you're so cool lol,"1	she	_	O	O	_	2	_	_	_
2	spelled	_	V	V	_	0	_	_	_
3	faggots	_	N	N	_	2	_	_	_
4	with	_	P	P	_	2	_	_	_
5	an	_	D	D	_	6	_	_	_
6	e	_	N	N	_	4	_	_	_
7	you're	_	L	L	_	0	_	_	_
8	so	_	R	R	_	9	_	_	_
9	cool	_	A	A	_	7	_	_	_
10	lol	_	!	!	_	0	_	_	_"
1,that pussy fat whatchu feeding it?,"1	that	_	D	D	_	2	_	_	_
2	pussy	_	N	N	_	3	_	_	_
3	fat	_	A	A	_	0	_	_	_
4	whatchu	_	L	L	_	0	_	_	_
5	feeding	_	V	V	_	4	_	_	_
6	it	_	O	O	_	5	_	_	_
7	?	_	,	,	_	-1	_	_	_"
-1,i already know you trash if being tatted is on the list of things you want in a nigga..,"1	i	_	O	O	_	3	_	_	_
2	already	_	R	R	_	3	_	_	_
3	know	_	V	V	_	0	_	_	_
4	you	_	O	O	_	5	_	_	_
5	trash	_	V	V	_	3	_	_	_
6	if	_	P	P	_	5	_	_	_
7	being	_	V	V	_	6	_	_	_
8	tatted	_	V	V	_	7	_	_	_
9	is	_	V	V	_	8	_	_	_
10	on	_	P	P	_	9	_	_	_
11	the	_	D	D	_	12	_	_	_
12	list	_	N	N	_	10	_	_	_
13	of	_	P	P	_	12	_	_	_
14	things	_	N	N	_	13	_	_	_
15	you	_	O	O	_	16	_	_	_
16	want	_	V	V	_	14	_	_	_
17	in	_	P	P	_	16	_	_	_
18	a	_	D	D	_	19	_	_	_
19	nigga	_	N	N	_	17	_	_	_
20	..	_	,	,	_	-1	_	_	_"
1,      hoes on gish road be lookin like.. talkin bout 5 dolla sucky sucky,"1	hoes	_	N	N	_	5	_	_	_
2	on	_	P	P	_	1	_	_	_
3	gish	_	^	^	_	4	_	_	_
4	road	_	N	N	_	2	_	_	_
5	be	_	V	V	_	0	_	_	_
6	lookin	_	V	V	_	5	_	_	_
7	like	_	P	P	_	6	_	_	_
8	..	_	,	,	_	-1	_	_	_
9	talkin	_	V	V	_	0	_	_	_
10	bout	_	P	P	_	9	_	_	_
11	5	_	$	$	_	12	_	_	_
12	dolla	_	N	N	_	10	_	_	_
13	sucky	_	A	A	_	14	_	_	_
14	sucky	_	A	A	_	0	_	_	_"
-1," fuck brett farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit","1	fuck	_	V	V	_	0	_	_	_
2	brett	_	^	^	_	3	MWE	_	_
3	farve	_	^	^	_	5	_	_	_
4	redneck	_	N	N	_	5	_	_	_
5	ass	_	N	N	_	1	_	_	_
6	,	_	,	,	_	-1	_	_	_
7	he	_	O	O	_	8	_	_	_
8	stuckup	_	A	A	_	0	_	_	_
9	he	_	O	O	_	10	_	_	_
10	don't	_	V	V	_	8	_	_	_
11	give	_	V	V	_	10	_	_	_
12	a	_	D	D	_	13	_	_	_
13	damn	_	A	A	_	11	_	_	_
14	lol	_	!	!	_	0	_	_	_
15	he	_	O	O	_	16	_	_	_
16	be	_	V	V	_	11	_	_	_
17	on	_	P	P	_	16	_	_	_
18	campus	_	N	N	_	17	_	_	_
19	acting	_	V	V	_	0	_	_	_
20	like	_	P	P	_	19	_	_	_
21	he	_	O	O	_	20	_	_	_
22	the	_	D	D	_	23	_	_	_
23	shit	_	N	N	_	19	_	_	_"
-1, sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,"1	sweet	_	A	A	_	2	_	_	_
2	comeback	_	N	N	_	10	CONJ	_	_
3	u	_	O	O	_	4	_	_	_
4	fuckin	_	V	V	_	10	CONJ	_	_
5	herb	_	N	N	_	4	_	_	_
6	i	_	O	O	_	7	_	_	_
7	dnt	_	V	V	_	10	CONJ	_	_
8	watch	_	V	V	_	7	_	_	_
9	soccer	_	N	N	_	8	_	_	_
10	but	_	&	&	_	0	_	_	_
11	id	_	O	O	_	13	_	_	_
12	still	_	R	R	_	13	_	_	_
13	wax	_	V	V	_	10	CONJ	_	_
14	your	_	D	D	_	16	_	_	_
15	bitch	_	N	N	_	16	_	_	_
16	ass	_	N	N	_	13	_	_	_
17	in	_	P	P	_	13	_	_	_
18	it	_	O	O	_	19	_	_	_
19	go	_	V	V	_	17	_	_	_
20	swallow	_	V	V	_	19	_	_	_
21	the	_	D	D	_	24	_	_	_
22	red	_	A	A	_	24	_	_	_
23	soxs	_	N	N	_	24	_	_	_
24	kids	_	N	N	_	20	_	_	_
25	ur	_	L	L	_	0	_	_	_
26	from	_	P	P	_	25	_	_	_
27	nyc	_	^	^	_	28	_	_	_
28	fag	_	N	N	_	26	_	_	_"
-1,i never had any friends the entire time i lived in virginia. no one was cool to me. i hope those white trash southerners all die.,"1	i	_	O	O	_	3	_	_	_
2	never	_	R	R	_	3	_	_	_
3	had	_	V	V	_	0	_	_	_
4	any	_	D	D	_	5	_	_	_
5	friends	_	N	N	_	3	_	_	_
6	the	_	D	D	_	8	_	_	_
7	entire	_	A	A	_	8	_	_	_
8	time	_	N	N	_	3	_	_	_
9	i	_	O	O	_	10	_	_	_
10	lived	_	V	V	_	8	_	_	_
11	in	_	P	P	_	10	_	_	_
12	virginia	_	^	^	_	11	_	_	_
13	.	_	,	,	_	-1	_	_	_
14	no	_	D	D	_	15	_	_	_
15	one	_	N	N	_	16	_	_	_
16	was	_	V	V	_	0	_	_	_
17	cool	_	A	A	_	16	_	_	_
18	to	_	P	P	_	17	_	_	_
19	me	_	O	O	_	18	_	_	_
20	.	_	,	,	_	-1	_	_	_
21	i	_	O	O	_	22	_	_	_
22	hope	_	V	V	_	0	_	_	_
23	those	_	D	D	_	26	_	_	_
24	white	_	A	A	_	26	_	_	_
25	trash	_	N	N	_	26	_	_	_
26	southerners	_	N	N	_	22	_	_	_
27	all	_	D	D	_	28	_	_	_
28	die	_	N	N	_	22	_	_	_
29	.	_	,	,	_	-1	_	_	_"
1,"that bitch on qualitest , she dont act right wisewordsfromwebb","1	that	_	D	D	_	2	_	_	_
2	bitch	_	N	N	_	0	_	_	_
3	on	_	P	P	_	2	_	_	_
4	qualitest	_	N	N	_	3	_	_	_
5	,	_	,	,	_	-1	_	_	_
6	she	_	O	O	_	7	_	_	_
7	dont	_	V	V	_	0	_	_	_
8	act	_	V	V	_	7	_	_	_
9	right	_	R	R	_	8	_	_	_
10	wisewordsfromwebb	_	G	G	_	-1	_	_	_"
1,     fucking pussy that's why exactly. let me  the nigga  were talking about ,"1	fucking	_	A	A	_	2	_	_	_
2	pussy	_	N	N	_	0	_	_	_
3	that's	_	L	L	_	0	_	_	_
4	why	_	R	R	_	3	_	_	_
5	exactly	_	R	R	_	4	MWE	_	_
6	.	_	,	,	_	-1	_	_	_
7	let	_	V	V	_	0	_	_	_
8	me	_	O	O	_	7	_	_	_
9	the	_	D	D	_	10	_	_	_
10	nigga	_	N	N	_	11	_	_	_
11	were	_	V	V	_	7	_	_	_
12	talking	_	V	V	_	11	_	_	_
13	about	_	P	P	_	12	_	_	_"
1,  *girls* hey beautiful (friendship lasts 2 months)*bros* sup pussy? (friendship lasts forever),"1	*	_	,	,	_	-1	_	_	_
2	girls	_	N	N	_	0	_	_	_
3	*	_	,	,	_	-1	_	_	_
4	hey	_	!	!	_	0	_	_	_
5	beautiful	_	A	A	_	7	_	_	_
6	(	_	,	,	_	-1	_	_	_
7	friendship	_	N	N	_	8	_	_	_
8	lasts	_	V	V	_	0	_	_	_
9	2	_	$	$	_	10	_	_	_
10	months)*bros	_	N	N	_	8	_	_	_
11	*	_	,	,	_	-1	_	_	_
12	sup	_	V	V	_	0	_	_	_
13	pussy	_	N	N	_	12	_	_	_
14	?	_	,	,	_	-1	_	_	_
15	(	_	,	,	_	-1	_	_	_
16	friendship	_	N	N	_	17	_	_	_
17	lasts	_	V	V	_	0	_	_	_
18	forever	_	R	R	_	17	_	_	_
19	)	_	,	,	_	-1	_	_	_"
1,friend or foe nicca .. state ya biz,"1	friend	_	N	N	_	2	CONJ	_	_
2	or	_	&	&	_	4	_	_	_
3	foe	_	N	N	_	2	CONJ	_	_
4	nicca	_	N	N	_	0	_	_	_
5	..	_	,	,	_	-1	_	_	_
6	state	_	N	N	_	0	_	_	_
7	ya	_	D	D	_	8	_	_	_
8	biz	_	N	N	_	6	_	_	_"
-1,minus all the retarded poor bots.,"1	minus	_	P	P	_	0	_	_	_
2	all	_	X	X	_	3	_	_	_
3	the	_	D	D	_	6	_	_	_
4	retarded	_	A	A	_	6	_	_	_
5	poor	_	A	A	_	6	_	_	_
6	bots	_	N	N	_	1	_	_	_
7	.	_	,	,	_	-1	_	_	_"
-1, at least i'm not a nigger ,"1	at	_	P	P	_	0	_	_	_
2	least	_	A	A	_	1	MWE	_	_
3	i'm	_	L	L	_	0	_	_	_
4	not	_	R	R	_	3	_	_	_
5	a	_	D	D	_	6	_	_	_
6	nigger	_	N	N	_	3	_	_	_"
-1, y don't that bitch just shoot herself? so sick of all those whores,"1	y	_	R	R	_	2	_	_	_
2	don't	_	V	V	_	0	_	_	_
3	that	_	D	D	_	4	_	_	_
4	bitch	_	N	N	_	2	_	_	_
5	just	_	R	R	_	6	_	_	_
6	shoot	_	V	V	_	2	_	_	_
7	herself	_	O	O	_	6	_	_	_
8	?	_	,	,	_	-1	_	_	_
9	so	_	R	R	_	10	_	_	_
10	sick	_	A	A	_	6	_	_	_
11	of	_	P	P	_	10	_	_	_
12	all	_	D	D	_	14	_	_	_
13	those	_	D	D	_	14	_	_	_
14	whores	_	N	N	_	11	_	_	_"
-1, fuck your store bitch,"1	fuck	_	V	V	_	0	_	_	_
2	your	_	D	D	_	4	_	_	_
3	store	_	N	N	_	4	_	_	_
4	bitch	_	N	N	_	1	_	_	_"
-1,  only pussy niggas wouldn't fuck with a chick if she has stretch marks..,"1	only	_	A	A	_	3	_	_	_
2	pussy	_	N	N	_	3	_	_	_
3	niggas	_	N	N	_	4	_	_	_
4	wouldn't	_	V	V	_	0	_	_	_
5	fuck	_	V	V	_	4	_	_	_
6	with	_	P	P	_	5	_	_	_
7	a	_	D	D	_	8	_	_	_
8	chick	_	N	N	_	6	_	_	_
9	if	_	P	P	_	8	_	_	_
10	she	_	O	O	_	11	_	_	_
11	has	_	V	V	_	9	_	_	_
12	stretch	_	V	V	_	11	_	_	_
13	marks	_	N	N	_	12	_	_	_
14	..	_	,	,	_	-1	_	_	_"
-1,     get fucked you racist inbred hillbilly fuck,"1	get	_	V	V	_	0	_	_	_
2	fucked	_	V	V	_	1	_	_	_
3	you	_	O	O	_	2	_	_	_
4	racist	_	A	A	_	7	_	_	_
5	inbred	_	A	A	_	7	_	_	_
6	hillbilly	_	N	N	_	7	_	_	_
7	fuck	_	N	N	_	2	_	_	_"
1,i'm lactose and hoe nigga tolerant,"1	i'm	_	L	L	_	0	_	_	_
2	lactose	_	A	A	_	3	CONJ	_	_
3	and	_	&	&	_	5	_	_	_
4	hoe	_	N	N	_	3	CONJ	_	_
5	nigga	_	N	N	_	1	_	_	_
6	tolerant	_	A	A	_	4	_	_	_"
-1,and i'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,"1	and	_	&	&	_	0	_	_	_
2	i'm	_	L	L	_	1	CONJ	_	_
3	definitely	_	R	R	_	4	_	_	_
4	top	_	A	A	_	2	_	_	_
5	3	_	$	$	_	4	_	_	_
6	at	_	P	P	_	2	_	_	_
7	makin	_	V	V	_	6	_	_	_
8	beats	_	V	V	_	7	_	_	_
9	in	_	P	P	_	8	_	_	_
10	the	_	D	D	_	11	_	_	_
11	city	_	N	N	_	9	_	_	_
12	but	_	&	&	_	0	_	_	_
13	y'all	_	O	O	_	14	_	_	_
14	niggers	_	N	N	_	15	_	_	_
15	love	_	V	V	_	12	CONJ	_	_
16	your	_	D	D	_	17	_	_	_
17	trap	_	N	N	_	18	_	_	_
18	beats	_	V	V	_	15	_	_	_
19	so	_	P	P	_	18	_	_	_
20	y'all	_	O	O	_	22	_	_	_
21	probably	_	R	R	_	22	_	_	_
22	won't	_	V	V	_	19	_	_	_
23	admit	_	V	V	_	22	_	_	_
24	that	_	O	O	_	23	_	_	_"
1,cut that bitch off,"1	cut	_	V	V	_	0	_	_	_
2	that	_	D	D	_	3	_	_	_
3	bitch	_	N	N	_	1	_	_	_
4	off	_	P	P	_	1	_	_	_"
1, pussy shit ^,"1	pussy	_	N	N	_	2	_	_	_
2	shit	_	N	N	_	0	_	_	_
3	^	_	,	,	_	-1	_	_	_"
1,now a neighborhood nigga like me ain't supposed to get no pussy like this,"1	now	_	R	R	_	4	_	_	_
2	a	_	D	D	_	4	_	_	_
3	neighborhood	_	N	N	_	4	_	_	_
4	nigga	_	N	N	_	0	_	_	_
5	like	_	P	P	_	4	_	_	_
6	me	_	O	O	_	7	_	_	_
7	ain't	_	V	V	_	5	_	_	_
8	supposed	_	A	A	_	7	_	_	_
9	to	_	P	P	_	8	_	_	_
10	get	_	V	V	_	9	_	_	_
11	no	_	D	D	_	12	_	_	_
12	pussy	_	N	N	_	10	_	_	_
13	like	_	P	P	_	10	_	_	_
14	this	_	O	O	_	13	_	_	_"
1,   what she means is shes a fat bitch,"1	what	_	O	O	_	3	_	_	_
2	she	_	O	O	_	3	_	_	_
3	means	_	V	V	_	0	_	_	_
4	is	_	V	V	_	3	_	_	_
5	shes	_	L	L	_	4	_	_	_
6	a	_	D	D	_	8	_	_	_
7	fat	_	A	A	_	8	_	_	_
8	bitch	_	N	N	_	5	_	_	_"
1,       whatupwyd b chilling in the square wbu ?bitch wat u ,"1	whatupwyd	_	^	^	_	2	_	_	_
2	b	_	V	V	_	0	_	_	_
3	chilling	_	V	V	_	2	_	_	_
4	in	_	P	P	_	3	_	_	_
5	the	_	D	D	_	7	_	_	_
6	square	_	N	N	_	7	_	_	_
7	wbu	_	N	N	_	4	_	_	_
8	?	_	,	,	_	-1	_	_	_
9	bitch	_	N	N	_	0	_	_	_
10	wat	_	O	O	_	9	_	_	_
11	u	_	O	O	_	10	_	_	_"
-1, you dammn weed potheads are annoying af on twitter weed and pot are the same thing faggot,"1	you	_	O	O	_	2	_	_	_
2	dammn	_	A	A	_	4	_	_	_
3	weed	_	N	N	_	4	_	_	_
4	potheads	_	N	N	_	5	_	_	_
5	are	_	V	V	_	11	CONJ	_	_
6	annoying	_	A	A	_	5	_	_	_
7	af	_	R	R	_	6	_	_	_
8	on	_	P	P	_	5	_	_	_
9	twitter	_	^	^	_	10	_	_	_
10	weed	_	N	N	_	8	_	_	_
11	and	_	&	&	_	13	_	_	_
12	pot	_	N	N	_	11	CONJ	_	_
13	are	_	V	V	_	0	_	_	_
14	the	_	D	D	_	17	_	_	_
15	same	_	A	A	_	17	_	_	_
16	thing	_	N	N	_	17	_	_	_
17	faggot	_	N	N	_	13	_	_	_"
1, right   idk which one was selling pussy for $65 but thats way too high for them ,"1	right	_	!	!	_	0	_	_	_
2	idk	_	L	L	_	0	_	_	_
3	which	_	D	D	_	4	_	_	_
4	one	_	$	$	_	5	_	_	_
5	was	_	V	V	_	10	CONJ	_	_
6	selling	_	V	V	_	5	_	_	_
7	pussy	_	N	N	_	6	_	_	_
8	for	_	P	P	_	6	_	_	_
9	$65	_	$	$	_	8	_	_	_
10	but	_	&	&	_	0	_	_	_
11	thats	_	L	L	_	10	CONJ	_	_
12	way	_	N	N	_	11	_	_	_
13	too	_	R	R	_	14	_	_	_
14	high	_	A	A	_	11	_	_	_
15	for	_	P	P	_	14	_	_	_
16	them	_	O	O	_	15	_	_	_"
1,lmaoooooo     dre really is a big sloppy bitch. he's fat as shit.,"1	lmaoooooo	_	!	!	_	0	_	_	_
2	dre	_	!	!	_	0	_	_	_
3	really	_	R	R	_	4	_	_	_
4	is	_	V	V	_	0	_	_	_
5	a	_	D	D	_	8	_	_	_
6	big	_	A	A	_	8	_	_	_
7	sloppy	_	A	A	_	8	_	_	_
8	bitch	_	N	N	_	4	_	_	_
9	.	_	,	,	_	-1	_	_	_
10	he's	_	L	L	_	0	_	_	_
11	fat	_	A	A	_	10	_	_	_
12	as	_	P	P	_	11	_	_	_
13	shit	_	N	N	_	12	_	_	_
14	.	_	,	,	_	-1	_	_	_"
-1,poor whitey ,"1	poor	_	A	A	_	2	_	_	_
2	whitey	_	^	^	_	0	_	_	_"
1,how are  and i supposed talk shit about  bitch ass now that he has a twitter?): confused 3,"1	how	_	R	R	_	2	_	_	_
2	are	_	V	V	_	3	CONJ	_	_
3	and	_	&	&	_	0	_	_	_
4	i	_	O	O	_	5	_	_	_
5	supposed	_	V	V	_	3	CONJ	_	_
6	talk	_	V	V	_	5	_	_	_
7	shit	_	N	N	_	6	_	_	_
8	about	_	P	P	_	7	_	_	_
9	bitch	_	N	N	_	10	_	_	_
10	ass	_	N	N	_	8	_	_	_
11	now	_	R	R	_	6	_	_	_
12	that	_	P	P	_	9	_	_	_
13	he	_	O	O	_	14	_	_	_
14	has	_	V	V	_	12	_	_	_
15	a	_	D	D	_	16	_	_	_
16	twitter	_	^	^	_	14	_	_	_
17	?	_	,	,	_	-1	_	_	_
18	)	_	,	,	_	-1	_	_	_
19	:	_	,	,	_	-1	_	_	_
20	confused	_	A	A	_	0	_	_	_
21	3	_	$	$	_	20	_	_	_"
-1, if you go could you hook up the plant city faggots or,"1	if	_	P	P	_	0	_	_	_
2	you	_	O	O	_	3	_	_	_
3	go	_	V	V	_	1	_	_	_
4	could	_	V	V	_	3	_	_	_
5	you	_	O	O	_	6	_	_	_
6	hook	_	V	V	_	4	_	_	_
7	up	_	T	T	_	6	MWE	_	_
8	the	_	D	D	_	11	_	_	_
9	plant	_	N	N	_	12	CONJ	_	_
10	city	_	N	N	_	11	_	_	_
11	faggots	_	N	N	_	12	CONJ	_	_
12	or	_	&	&	_	4	_	_	_"
1, i love louis ck quit bein a faggot and suck that dick,"1	i	_	O	O	_	2	_	_	_
2	love	_	V	V	_	0	_	_	_
3	louis	_	^	^	_	4	_	_	_
4	ck	_	V	V	_	2	_	_	_
5	quit	_	V	V	_	9	CONJ	_	_
6	bein	_	V	V	_	5	_	_	_
7	a	_	D	D	_	8	_	_	_
8	faggot	_	N	N	_	6	_	_	_
9	and	_	&	&	_	4	_	_	_
10	suck	_	V	V	_	9	CONJ	_	_
11	that	_	D	D	_	12	_	_	_
12	dick	_	N	N	_	10	_	_	_"
-1, you wouldn't know fag,"1	you	_	O	O	_	2	_	_	_
2	wouldn't	_	V	V	_	0	_	_	_
3	know	_	V	V	_	2	_	_	_
4	fag	_	N	N	_	3	_	_	_"
-1,dis broad done tagged dis nicca n a video of his sis giving dome .. tragic,"1	dis	_	D	D	_	3	_	_	_
2	broad	_	A	A	_	3	_	_	_
3	done	_	N	N	_	4	_	_	_
4	tagged	_	V	V	_	0	_	_	_
5	dis	_	D	D	_	6	_	_	_
6	nicca	_	N	N	_	7	CONJ	_	_
7	n	_	&	&	_	4	_	_	_
8	a	_	D	D	_	9	_	_	_
9	video	_	N	N	_	7	CONJ	_	_
10	of	_	P	P	_	9	_	_	_
11	his	_	D	D	_	12	_	_	_
12	sis	_	N	N	_	10	_	_	_
13	giving	_	V	V	_	4	_	_	_
14	dome	_	N	N	_	13	_	_	_
15	..	_	,	,	_	-1	_	_	_
16	tragic	_	A	A	_	0	_	_	_"
-1,"  to ---- get past boot camp, and go active a few years, see what we really do daily you liberal pussy","1	to	_	P	P	_	3	_	_	_
2	----	_	G	G	_	1	_	_	_
3	get	_	V	V	_	8	CONJ	_	_
4	past	_	A	A	_	6	_	_	_
5	boot	_	N	N	_	6	_	_	_
6	camp	_	N	N	_	3	_	_	_
7	,	_	,	,	_	-1	_	_	_
8	and	_	&	&	_	0	_	_	_
9	go	_	V	V	_	8	CONJ	_	_
10	active	_	A	A	_	9	_	_	_
11	a	_	D	D	_	13	_	_	_
12	few	_	A	A	_	13	_	_	_
13	years	_	N	N	_	9	_	_	_
14	,	_	,	,	_	-1	_	_	_
15	see	_	V	V	_	0	_	_	_
16	what	_	O	O	_	15	_	_	_
17	we	_	O	O	_	19	_	_	_
18	really	_	R	R	_	19	_	_	_
19	do	_	V	V	_	16	_	_	_
20	daily	_	R	R	_	19	_	_	_
21	you	_	O	O	_	19	_	_	_
22	liberal	_	A	A	_	23	_	_	_
23	pussy	_	N	N	_	19	_	_	_"
1, ima fill ur clam out,"1	ima	_	L	L	_	0	_	_	_
2	fill	_	V	V	_	1	_	_	_
3	ur	_	D	D	_	4	_	_	_
4	clam	_	N	N	_	2	_	_	_
5	out	_	P	P	_	2	_	_	_"
-1,  if you claim macklemore is your favorite rapper i'm also assuming you watch the wnba on your free time faggot,"1	if	_	P	P	_	0	_	_	_
2	you	_	O	O	_	3	_	_	_
3	claim	_	V	V	_	1	_	_	_
4	macklemore	_	^	^	_	5	_	_	_
5	is	_	V	V	_	3	_	_	_
6	your	_	D	D	_	7	_	_	_
7	favorite	_	A	A	_	8	_	_	_
8	rapper	_	N	N	_	5	_	_	_
9	i'm	_	L	L	_	1	_	_	_
10	also	_	R	R	_	11	_	_	_
11	assuming	_	V	V	_	9	_	_	_
12	you	_	O	O	_	13	_	_	_
13	watch	_	V	V	_	11	_	_	_
14	the	_	D	D	_	15	_	_	_
15	wnba	_	N	N	_	13	_	_	_
16	on	_	P	P	_	13	_	_	_
17	your	_	D	D	_	20	_	_	_
18	free	_	A	A	_	20	_	_	_
19	time	_	N	N	_	20	_	_	_
20	faggot	_	N	N	_	16	_	_	_"
-1,i can't blow bubbles or whistle. i'm basically retarded.,"1	i	_	O	O	_	2	_	_	_
2	can't	_	V	V	_	0	_	_	_
3	blow	_	V	V	_	2	_	_	_
4	bubbles	_	N	N	_	5	CONJ	_	_
5	or	_	&	&	_	3	_	_	_
6	whistle	_	N	N	_	5	CONJ	_	_
7	.	_	,	,	_	-1	_	_	_
8	i'm	_	L	L	_	0	_	_	_
9	basically	_	R	R	_	10	_	_	_
10	retarded	_	A	A	_	8	_	_	_
11	.	_	,	,	_	-1	_	_	_"
-1," jesus i would love to do that and more to those muzzie torturers, fucking animal savages","1	jesus	_	^	^	_	3	_	_	_
2	i	_	O	O	_	3	_	_	_
3	would	_	V	V	_	0	_	_	_
4	love	_	V	V	_	3	_	_	_
5	to	_	P	P	_	4	_	_	_
6	do	_	V	V	_	5	_	_	_
7	that	_	O	O	_	6	_	_	_
8	and	_	&	&	_	7	_	_	_
9	more	_	R	R	_	8	CONJ	_	_
10	to	_	P	P	_	9	_	_	_
11	those	_	O	O	_	10	_	_	_
12	muzzie	_	A	A	_	13	_	_	_
13	torturers	_	N	N	_	11	_	_	_
14	,	_	,	,	_	-1	_	_	_
15	fucking	_	A	A	_	16	_	_	_
16	animal	_	A	A	_	17	_	_	_
17	savages	_	N	N	_	0	_	_	_"
1,sheryl crow being the bae,"1	sheryl	_	^	^	_	2	_	_	_
2	crow	_	N	N	_	3	_	_	_
3	being	_	V	V	_	0	_	_	_
4	the	_	D	D	_	5	_	_	_
5	bae	_	N	N	_	3	_	_	_"
-1, well he's a cunt and he can suck my ass,"1	well	_	!	!	_	0	_	_	_
2	he's	_	L	L	_	5	CONJ	_	_
3	a	_	D	D	_	4	_	_	_
4	cunt	_	N	N	_	2	_	_	_
5	and	_	&	&	_	0	_	_	_
6	he	_	O	O	_	7	_	_	_
7	can	_	V	V	_	5	CONJ	_	_
8	suck	_	V	V	_	7	_	_	_
9	my	_	D	D	_	10	_	_	_
